,model,params,dataset,opt_method,class_12_precision,class_12_recall,class_12_f1-score,class_12_support,class_34_precision,class_34_recall,class_34_f1-score,class_34_support,class_58_precision,class_58_recall,class_58_f1-score,class_58_support,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1-score,macro_avg_support,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1-score,weighted_avg_support
0,DecisionTreeClassifier,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",mean_height,no_optimization,0.851063829787234,0.7692307692307693,0.8080808080808081,104,0.74,0.7326732673267327,0.7363184079601991,101,0.5949367088607594,0.6911764705882353,0.6394557823129252,68,68,0.7286668462159979,0.7310268357152457,0.7279516661179773,273,0.7461770494520292,0.7362637362637363,0.7395295107753226,273
