Sample ID,Rock ID,Class,Orientation,Perimeter,Area,Axis Major Length,Axis Minor Length,Mean Height,Median Height,Max Height,STD Height,Mean Gradient,STD Gradient,Gradient at Max,Weighted Hu Moment 1,Weighted Hu Moment 2,Weighted Hu Moment 3,Weighted Hu Moment 4
1,32,12,-0.7773081659670175,65.18376618407356,276,21.01487972865474,17.199159365452275,5.207,6.62,7.96484375,2.842,1.8744515,1.6606058,0.51721406,0.024492746898114155,6.185776238893605e-05,9.480772344101599e-07,9.575812687716114e-08
1,33,12,-1.2038342249791054,62.18376618407357,274,20.213812264915507,17.564731921234152,8.26,7.953,13.828125,4.883,3.1328602,2.5604303,9.38009,0.014268674097760815,1.0578242475441709e-05,2.4777926753934495e-07,5.4625820855768654e-08
1,34,12,-0.5322382496427082,61.941125496954285,271,20.611017927843893,17.217400038741467,4.99,5.887,7.91015625,2.916,1.8204569,1.6951752,0.29095826,0.023809974074003086,1.951101162834847e-05,1.3772049971040169e-06,7.737089127671582e-08
1,35,12,-0.09965187026069501,96.42640687119287,594,34.77513971546715,22.565579203374387,7.23,7.7,13.921875,3.863,2.0154479,2.4548838,5.4209194,0.021517149831185623,0.00011676211622198945,2.087088112982302e-07,2.1923858845704022e-07
1,36,12,-0.7461876684075931,107.05382386916237,637,43.014157916887015,19.33239269473617,6.883,7.195,13.640625,3.72,1.9703659,2.0363297,5.8477445,0.025346100591122994,0.0002922803478775691,1.5460611619796698e-06,1.2727567914412766e-06
1,37,12,0.14631023592328163,82.08326112068524,442,28.143344140244373,20.87295958161869,6.01,7.3,12.0234375,2.838,1.7976066,1.7978991,0.92465365,0.0227654480754862,3.397879784394353e-05,1.9613166550250533e-06,5.1695051756141243e-08
1,38,12,0.6014166930041573,61.35533905932738,253,19.269870585953267,17.494465708945317,4.855,6.0,7.453125,2.586,1.8203766,1.4199175,1.6931268,0.026219582044644182,1.6663131401561184e-05,5.398788738586257e-06,4.6111769143156217e-08
1,39,12,0.6949159657926554,64.87005768508881,314,22.16700459061664,18.214790675533184,5.66,6.984,7.4609375,2.475,1.6151843,1.8036467,2.8396578,0.02392084854934705,3.770753181497958e-05,8.02655703610545e-07,2.4484028179059514e-09
1,40,12,-1.0402531730102516,60.8700576850888,278,21.835281907246504,16.294934784137478,5.24,6.816,9.25,2.64,1.8606124,1.6341307,1.4115382,0.024017981658012687,4.806488278585153e-05,5.2806450125637255e-08,1.680572708253711e-08
1,41,12,0.5886081788995988,69.59797974644665,325,27.13101979337834,15.465354194325078,5.297,6.777,7.359375,2.525,1.7273967,1.7975017,4.492529,0.029112260344705748,0.0002797405053994789,1.414881277496681e-06,1.731267993289556e-07
1,42,12,1.2653280369159947,64.2842712474619,299,21.809259023114173,17.645270213709907,5.754,6.855,11.9453125,2.916,2.0497382,1.5778545,1.8628771,0.022155363765906808,4.648155421328844e-05,3.2286371505318895e-07,3.887099772695237e-08
1,43,12,0.5633395714539134,61.11269837220809,279,20.020467189082403,17.96862525626953,4.598,5.305,7.1953125,2.45,1.6096298,1.5468307,1.9790823,0.02711707737688363,2.2644667669474763e-05,1.6551387377497822e-06,1.4582995567072386e-07
1,44,12,-1.2617500724887472,73.01219330881976,367,23.996127505057878,19.816646102542602,5.246,6.473,6.91015625,2.273,1.448344,1.6417018,5.1439295,0.025448241182018144,3.3779329490936796e-05,6.848228341293586e-07,2.8910410290953604e-08
1,45,12,1.3175732759414016,91.74011537017762,510,30.328544554467626,22.28187551618369,5.67,6.332,12.34375,2.654,1.6784806,1.5192065,0.52727866,0.025666166818783292,8.545199173222891e-05,2.5297298661827933e-06,4.3133636446664177e-07
1,46,12,-0.14948990935753376,69.84062043356595,338,22.627142242199128,19.67300267575867,4.863,6.14,6.7578125,2.143,1.4822795,1.4822603,1.5130061,0.027857337810249294,2.660053641113906e-05,2.958721270537919e-06,4.367541221407317e-08
1,47,12,-1.497457958586884,70.18376618407356,313,22.957327203843953,18.533506593591984,4.64,6.02,6.359375,2.158,1.5457453,1.4972255,0.2514492,0.03135391728405426,9.490627602446094e-05,8.74275710374765e-06,5.307479378540667e-07
1,48,12,-1.2484920857400967,65.94112549695429,290,23.366942354090035,16.120154895144875,4.49,5.85,6.33203125,2.195,1.5668186,1.4281207,0.6028547,0.031008141977866808,0.00018624661683860574,4.785490382644151e-07,9.68917333518884e-09
1,49,12,-1.4976907204781735,115.39696961966999,788,36.119361909079664,29.141142686445,7.355,6.273,12.328125,4.027,1.953353,2.0935173,2.386176,0.018436458539330416,1.511334004661638e-05,7.454838176222659e-07,4.205341536257845e-07
1,50,12,-1.5036429106092528,62.526911934581186,289,21.553085933315497,17.121614051355312,4.617,6.02,6.2734375,2.207,1.4937125,1.5098765,0.20121218,0.027773610970357875,6.115350766144273e-05,1.92290843722228e-07,4.502263012134546e-09
1,51,12,-0.243292939088841,91.35533905932738,575,32.692859297782384,22.692879484340253,5.723,6.12,12.3671875,2.791,1.7369081,1.6218071,1.3573239,0.0248500247604514,0.0001092122420679634,3.1024960375774303e-07,1.1967681463518302e-08
1,52,12,-0.9620292480483312,60.2842712474619,253,19.929673274292185,16.38769362400176,4.473,5.94,6.25390625,2.23,1.6030674,1.52609,2.7636547,0.028305019455812767,4.067059914385917e-05,2.514139232762056e-07,2.297695763207125e-09
1,53,12,1.2616212099114723,66.76955262170047,283,23.254918198294984,16.038334795243262,5.02,5.81,11.9140625,2.752,2.0757575,1.8944459,3.5845473,0.029004936042429465,0.00014647515518391522,2.7384884712737865e-07,1.0553448893732424e-07
1,54,12,0.07608084887363661,55.698484809834994,217,18.244830676526256,15.397779814878447,5.598,5.875,11.859375,3.768,2.6219172,1.8915135,0.78117675,0.020418221246925217,9.80741553461722e-06,1.2710959149652182e-06,2.553331385563873e-07
1,55,12,0.25692952896697,67.698484809835,351,23.92580673790957,18.931233268807834,7.754,7.426,17.5625,4.66,2.8283744,1.8094535,1.232849,0.015104419818033975,1.7966183077281993e-05,3.6299822591954773e-07,5.557936662505598e-08
1,56,12,0.2979251207043973,79.94112549695429,436,30.085848817335396,18.738287307920764,8.56,10.84,11.75,3.98,2.4243264,2.8140385,6.7386055,0.017517379390400278,7.623919654954545e-05,3.5975025251265503e-07,3.7400081207729464e-08
1,57,12,1.0663668136438487,65.94112549695429,309,21.018991827163894,19.1758634443214,6.082,5.19,11.1640625,3.48,2.370378,1.710755,0.3348969,0.02028041682624078,5.654584132066797e-06,1.7288204458804563e-06,3.274713176972392e-08
1,58,12,0.22875339163416317,69.59797974644665,314,23.000954815143597,18.55536822565889,5.777,5.125,10.9453125,3.352,2.2686737,1.6682465,0.21892433,0.02207039838965904,4.4672931054738e-06,4.387562714080323e-06,1.658973844932785e-07
1,59,12,0.6392512327492835,73.1126983722081,379,25.699791949406734,19.036944245804186,4.094,4.715,5.2578125,1.501,0.96933734,1.2553202,0.5085304,0.03595665016121591,0.00015203115368973843,8.45269988022714e-07,4.9208409013642305e-09
1,60,12,-0.232027844185651,70.8700576850888,347,23.72142585573542,18.904415865108337,4.477,4.812,9.484375,2.04,1.4262177,1.3103613,0.4166456,0.03063128167166414,5.088086494014101e-05,1.0776853401382127e-06,7.088093684066078e-08
1,61,12,-1.15698156156658,57.35533905932738,227,17.78610075007867,16.82259225885667,4.656,4.8,10.765625,2.49,1.8950241,1.2096901,0.8567882,0.027199751194176565,1.2416737025948218e-05,3.451032123272722e-06,1.6753573125504011e-07
1,62,12,0.6036387737570439,98.32590180780451,548,39.4446947260363,18.304574583743968,6.176,6.32,10.5078125,3.354,1.935781,2.0384865,6.4638524,0.027684892183085626,0.00032368737430378883,4.3246727660320974e-06,2.0283606649499385e-06
1,63,12,-1.3932394164755906,69.01219330881976,316,24.645006954614214,16.83532924965826,6.57,7.336,10.7421875,3.758,2.303186,1.8474541,2.237886,0.019878078546988944,8.021302372550801e-05,8.95851004384246e-07,5.9458614861761374e-08
1,64,12,-0.6427622778879518,70.08326112068524,347,25.189017912184784,17.835692768377307,5.574,4.47,10.234375,3.174,1.8602401,1.7050956,2.662491,0.024277931269267188,8.530934893178285e-05,2.5234984735753725e-07,6.57249440213824e-07
1,65,12,-1.09827822954268,63.941125496954285,299,22.289887674790535,17.284884164312743,6.605,7.67,10.265625,3.537,2.1937377,2.1041918,7.44242,0.018572569192131495,1.9927468338117393e-05,3.10867693654479e-07,1.1308429727194224e-07
1,66,12,0.025537769185920885,76.5269119345812,392,27.92829192166201,18.037298060791898,6.6,8.484,13.75,3.518,2.038124,1.914813,1.6727749,0.02074515010141604,0.00010150828830979897,1.4585921905853086e-07,1.2716089304750308e-07
1,67,12,1.002028510082141,72.49747468305833,299,27.92103656903152,13.889020256974495,7.19,9.02,15.1171875,4.27,2.8512554,2.393308,3.625333,0.022531605371911883,0.0002164812336015435,1.369798717968373e-06,7.600029041724043e-07
1,68,12,0.7261862711883807,75.49747468305833,389,27.017395894328363,18.719923116120544,5.5,5.742,9.7109375,3.236,1.8494468,1.4703128,0.5125381,0.022339911466596946,7.405158188670607e-05,5.226388605716446e-07,1.6499605263805772e-07
1,69,12,1.1377653160684476,66.76955262170047,311,23.153940754055522,17.459606614592147,6.35,7.844,9.734375,3.17,2.0707946,1.9696184,6.527809,0.021073054255041086,5.6992315008979336e-05,5.61432650509124e-07,1.6998248522477038e-08
1,70,12,0.019581081625544977,62.2842712474619,291,21.62049999194346,17.213094981815235,6.832,8.94,9.828125,3.48,2.2292905,2.394001,7.420852,0.018582584579961432,1.4903514985920164e-05,2.2981027752278404e-07,1.4709525182635434e-08
1,71,12,-0.3716726077474037,66.52691193458118,319,22.02234338701201,18.728757430579197,3.729,3.072,8.8515625,2.395,1.551712,1.0902147,0.33971184,0.03302057157781708,9.278563644639487e-05,3.1767882413457045e-06,5.51393647928346e-07
1,72,12,-1.053999762151928,75.25483399593904,358,27.373022116233802,17.00955818006643,6.4,8.29,14.5390625,3.549,2.2815545,2.056324,5.2601047,0.022599087678065205,0.00015832957220240598,2.0176247169995223e-07,6.0368621225705276e-09
1,73,12,-0.46082890093764606,71.59797974644667,371,24.75265650702678,19.28232344477645,5.09,5.617,8.765625,3.043,1.6439643,1.4321326,2.2246025,0.02229591787685012,7.938351431517263e-06,9.832475057569934e-07,1.250696040366105e-07
1,74,12,-0.18819825361873319,132.95331880577402,931,44.00711706197791,28.45976026416717,8.57,8.555,15.1484375,4.13,2.2425673,2.3696086,1.2596127,0.019962892187280014,0.00012737436493114705,1.4672071713880862e-07,8.699865518823514e-10
1,75,12,0.17426253578124865,65.14823227814082,222,19.23321386396405,16.23116081152477,5.18,5.766,8.390625,2.83,2.1538022,1.5903223,1.6941206,0.02686032808437247,8.238218314993192e-05,2.3697078046831552e-06,3.2977607948833334e-07
1,76,12,-0.28021429670592257,92.91168824543144,545,34.125766947790424,20.72900345252269,5.61,7.395,8.6171875,2.926,1.5173988,1.5012455,1.1210755,0.02424729696405308,0.00013962844373033618,4.330263104257348e-07,2.412582522408257e-08
1,77,12,1.3751615715178451,72.42640687119285,332,24.273111513173745,17.928940801441673,7.484,7.86,14.1796875,4.453,2.7120461,2.7661848,8.999365,0.018235653023180667,5.649652833345623e-05,9.538310468659295e-07,2.655204297715593e-07
1,78,12,0.9870449270867265,58.87005768508881,255,19.159557852312535,17.376857816619612,5.74,7.367,12.53125,3.062,2.122075,1.5976366,1.8580041,0.020922922515527662,1.225621443137917e-05,9.060246572563019e-07,1.888723507470803e-08
1,79,12,-0.26239906633129445,69.11269837220809,326,24.855343203635673,16.84568332026101,7.684,7.82,13.921875,4.715,2.8689065,2.2026322,2.954449,0.01583155288405966,4.596499068115302e-05,4.567651778350925e-08,3.939374133988387e-08
1,80,12,-0.7830934967583605,63.4558441227157,227,21.343421942608945,14.107348693805227,5.016,5.914,12.671875,2.512,1.6837457,1.4863569,2.4669867,0.029454255258930126,0.00012843622383733265,1.0129478889081605e-06,2.7054071959474217e-07
1,81,12,-0.716645707884725,106.22539674441617,584,32.86649144542248,25.073666435372623,5.637,5.883,12.9140625,3.205,2.0303075,1.4021095,2.6966214,0.025719896738351206,6.0382767612457314e-05,1.3716539190943702e-06,6.541301946827521e-07
1,82,12,0.7007690777007536,117.29646455628166,630,39.983243678428174,22.9416848819685,7.207,6.523,17.421875,4.332,2.3702013,2.8217897,3.717174,0.02848229312928851,0.00032945274503939887,3.142747824370771e-07,6.552803544680306e-07
1,83,12,0.9641181229936302,85.01219330881975,480,31.821215662653405,19.307861032227017,7.145,6.79,12.78125,3.957,2.2418075,1.8037828,4.117865,0.019477416117725504,0.00011129873754201088,2.24417079995143e-07,8.584075767158025e-08
1,84,12,0.3356677836636963,68.76955262170047,322,24.98257384917734,16.74462774171412,8.36,11.016,12.9140625,4.5,2.8341458,2.5662966,3.083243,0.015633056325008075,4.270844738664983e-05,2.1951286169616768e-07,1.455853935751278e-09
1,85,12,-0.24988598932579512,64.90559159102155,299,20.781515941046678,18.700712048476458,7.043,7.13,12.515625,4.164,2.5214276,1.9202139,1.8700795,0.01622762912241268,2.929684950300248e-06,2.841165154862483e-07,2.7915640414539057e-08
1,86,12,-1.5300495166227046,79.84062043356595,422,28.19162548905654,19.56120079254874,6.668,5.832,16.53125,3.938,2.2014782,2.304182,6.9521008,0.02089663245111838,8.749242851868069e-05,3.827588175020401e-07,3.039047221475847e-07
1,87,12,1.4382330574017013,84.2842712474619,504,29.55987393883459,22.009975815204054,6.145,5.99,11.6953125,2.965,1.7202662,1.4257965,0.7233765,0.02160890805752265,3.623526060052212e-05,6.720466121437056e-07,1.3906406450697744e-07
1,88,12,0.7143554940702032,83.74011537017762,439,28.754486273067034,20.081950051699117,8.34,10.32,12.609375,3.738,2.2511306,2.3878179,1.0840284,0.0164354089137929,3.045447424422313e-05,1.8209832692666568e-07,5.864442598447033e-09
